message_id,dm_ntype,dm_stype,emergency_level,issued_at,issuing_agency,message_content
240941,호우,,안전안내,2025-07-18 17:57:13,부산진구,"부산지역 호우주의보 발효중. 오늘 밤부터 많은 비가 예상되오니 야외활동 자제, 위험지역 접근 금지 등 안전에 유의하시기 바랍니다."
238865,폭염,,안전안내,2025-07-10 10:02:36,김해시,김해시 폭염경보 발효 중 ▲논·밭 야외 활동 자제▲충분히 물 마시기▲그늘에서 휴식▲특히 물놀이 안전사고 주의 등 건강 관리 및 안전에 유의 바랍니다.
238194,폭염,,안전안내,2025-07-05 14:50:17,남해군,"남해군 지역 폭염주의보 발효 중 △농작업 등 야외 활동 자제△가까운 무더위쉼터에서 휴식 △물, 그늘, 휴식으로 건강 관리에 유의 바랍니다."
233505,화재,,안전안내,2025-04-06 22:33:22,울산광역시,"21:48 남구 선암동(두왕사거리, 감나무진사거리 방면)화재로 다량의 연기 발생. 차량은 우회하시고 인근 주민께서는 연기흡입에 주의하시기바랍니다."
241982,폭염,,안전안내,2025-07-22 10:35:54,의성군,"온열질환 발생주의 안내
△무더위 시간대 야외활동 자제
△야외활동 시 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
240397,홍수,,안전안내,2025-07-17 15:28:22,금강홍수통제소,"오늘 15:30 금천 부여군(석동교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/RRJmGqX"
247778,폭염,,안전안내,2025-08-25 14:06:58,청송군,연일 무더위로 온열질환자 급증 ▲낮 시간대(오후 2시~5시)에는 야외작업 및 외출 자제 ▲충분한 물 섭취와 휴식을 취하여 건강에 유의하시기 바랍니다.
248625,폭염,,안전안내,2025-09-01 14:10:44,의성군,"폭염 대비 안전관리 철저
△낮 시간 논·밭,야외작업 자제 
△충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
239920,산사태,,안전안내,2025-07-17 06:47:11,산림청,많은 비가 내려 산사태 위험이 높습니다. 산과 인접한 주택에 머무르지 마시고 산과 떨어진 안전한 친인척 집이나 마을회관 등 으로 대피하시기 바랍니다.
239668,호우,,안전안내,2025-07-16 15:59:17,천안시,"오늘부터 많은 비가 예상됩니다. 하천변, 산사태우려지역, 농수로 등 위험지역 접근금지. 대피권고시 마을회관 등 안전한 장소로 즉시 대피하시기 바랍니다."
231471,산불,,안전안내,2025-03-23 09:09:53,안동시,"의성 산불로 인해 우리지역 재날림 및 연기피해가 우려되니, 외출자제 등 안전에 유의하여 주시기 바랍니다. "
247179,폭염,,안전안내,2025-08-22 10:02:11,해남군,"연일 무더위 지속 중 ▲폭염 안전수칙(물, 그늘, 휴식) 준수 ▲한낮 야외활동 및 실외작업 자제 ▲이웃 간 안부확인 등 건강에 유의하시기 바랍니다."
237696,폭염,,안전안내,2025-07-02 10:54:21,수원시,폭염이 지속될 예정입니다.▲낮시간 야외활동 자제▲충분한 수분섭취와 휴식▲양산이나 모자 착용▲현기증(메스꺼움) 증상 즉시 작업중지 등 안전에 유의바랍니다.
234557,교통통제,,안전안내,2025-04-12 22:22:29,구례군,"구례군 토지면 22:00부터 토지면 외곡리 산175(외곡삼거리) 낙석으로 교통통제 중입니다. 교통정보를 미리 확인하시고, 우회 도로를 이용해 주세요. "
237544,화재,,안전안내,2025-06-30 18:37:42,안산시,"금일 18시 05분 상록구 양상동 58-11 인근 공장화재로 다량의 연기 발생. 인근 주민께서는 창문을 닫고, 연기흡입에 주의하시기 바랍니다."
242923,폭염,,안전안내,2025-07-27 09:00:35,구리시,연이은 폭염이 지속되고 있습니다. ▲야외활동 삼가기 ▲식중독 주의 ▲물 자주 마시기 등 건강 관리에 각별히 유의하시기 바랍니다.
240872,호우,,안전안내,2025-07-18 14:40:07,무안군,"영산강변도로 몽탄 이산2교차로~몽탄과선교~몽탄초 구간 도로 통행 가능하오니, 안전운전 하시기 바랍니다."
234713,강풍,,안전안내,2025-04-14 17:25:22,신안군,강풍주의보 발효 중. ▲ 외출 자제 ▲ 해안가 등 위험지역 접근금지 ▲ 시설물 낙하 주의 등 안전에 유의하시기 바랍니다.
233779,산불,,안전안내,2025-04-08 13:19:00,남원시,"전국 산불위기경보 심각, 남원시 건조주의보 ▲쓰레기 등 논, 밭두렁에서 소각금지 ▲입산 시 담배, 라이터 등 발화 물질 소지를 금지하여 주시기 바랍니다."
233005,산불,,안전안내,2025-04-02 15:11:24,나주시,"산불재난 국가위기경보 ‘심각’ 단계 발령, 실수로 산불을 냈더라도 벌금, 징역 등 강력한 처벌을 받게되니, 산림인접지역 소각행위 금지 등 주의바랍니다. "
240628,호우,,긴급재난,2025-07-17 18:28:52,기상청,18:27 하동군 화개면 인근 50mm/h 이상 강한 비로 침수 등 우려(국민행동요령: cbs051.kma.go.kr) Heavy rain
243213,폭염,,안전안내,2025-07-28 13:16:24,예천군,"무더위가 지속되고 있으니▲논밭, 실외작업 자제▲물 많이 마시기▲양산 쓰기▲그늘에서 휴식 등 폭염에 대한 건강 관리에 유의하시기 바랍니다."
233905,산불,,안전안내,2025-04-09 10:44:20,충청북도,"영농부산물, 논밭두렁, 생활쓰레기 소각 등으로 산불이 발생하고 있습니다. 무단 소각은 내 이웃의 생명과 재산을 위협하는 불법 행위 입니다. "
248171,폭염,,안전안내,2025-08-29 10:12:43,청송군,"낮 최고온도 33도 ▲낮 시간(12~17시) 야외작업 자제▲무더위쉼터, 그늘 등 이용 권장▲충분한 수분섭취, 휴식 등 안전에 유의하시기 바랍니다."
240070,호우,,안전안내,2025-07-17 09:55:23,행정안전부,"오늘 09:50 경북(상주,예천,영주) 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 하천 범람에 유의."
242571,폭염,,안전안내,2025-07-25 10:15:41,행정안전부,오늘 10:00 폭염경보. 야외 활동을 자제하세요. 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하세요.
237078,정전,,안전안내,2025-06-21 21:09:49,밀양시,"산내면, 단장면 일부지역이 정전되어 복구 중이니, 지역 주민은 전기 기기의 전원을 모두 끄고 손전등을 사용하는 등 안전사고에 유의하세요."
235018,산불,,안전안내,2025-04-20 08:56:17,홍성군,"실수로 산불을 냈더라도 처벌 받을수 있습니다▲산림내 흡연 및 화기소지 금지▲산림인접지역 쓰레기,영농부산물 소각행위 금지 등 화재에 각별히 유의 바랍니다."
242567,폭염,,안전안내,2025-07-25 10:09:37,의성군,"연일 폭염 지속중
△외출 자제
△야외작업(논밭작업, 공사현장등)자제
△물놀이 안전수칙 준수
△이웃간안부확인 등 안전에 유의바랍니다."
239275,폭염,,안전안내,2025-07-13 09:03:27,부안군,"기온이 높아 온열질환 위험이 높습니다. 낮시간 야외활동 자제, 작업 중 충분히 물을 섭취하고 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
241538,홍수,,안전안내,2025-07-19 17:37:21,사하구,"낙동강 홍수주의보 발령 중. 하단 유수지, 장림 유수지, 강변 산책로 등은 통제 중이오니 접근을 삼가시기 바랍니다."
247593,폭염,,안전안내,2025-08-24 13:20:19,고흥군,"낮 최고온도 34도 ▲낮 시간(12~17) 야외작업 자제▲무더위쉼터, 그늘 등 이용 권장▲충분한 수분섭취, 휴식▲양산착용 등 건강관리에 유의 바랍니다."
246372,폭염,,안전안내,2025-08-16 14:06:42,김천시,"폭염으로 온열질환 위험 증가▲외출 시 양산, 모자 착용▲충분한 수분 섭취▲그늘에서 휴식▲야외활동 자제 등 개인 건강 관리에 유의하여 주시기 바랍니다."
246824,폭염,,안전안내,2025-08-19 16:04:02,문경시,"낮 최고 체감온도 33℃ 이상 ▲낮시간 논,밭,건설현장 작업 자제 ▲부모님 안부확인 ▲폭염안전수칙(물,그늘,휴식) 준수 등 온열질환에 유의바랍니다."
232764,기타,,안전안내,2025-03-31 13:19:14,서울특별시,현재 가좌역 선로 누수로 경의중앙선 디지털미디어시티역~공덕역 양방향 구간 운행이 중지되었으니 운행 상황을 확인하신 후 이용하시기 바랍니다.
237937,교통사고,,안전안내,2025-07-04 06:27:50,부산시,백양터널 통과 후 모라고가교(중앙고속도로) 양방향 각 1개차선씩 통제중이오니 출근길 차량운행에 참고하시기 바랍니다.
235639,산불,,안전안내,2025-04-29 11:25:40,임실군,"건조주의보 발효 중, 산불 발생 위험이 높으니 ▲산림주변 영농부산물, 쓰레기 소각행위 금지 ▲산림내 인화물질 소지 금지▲산불 발생 시 즉시 신고"
239029,폭염,,안전안내,2025-07-11 10:35:31,전북특별자치도,전국적인 무더위로 수상안전 인명사고가 지속적으로 발생하고 있습니다. 물놀이 시 ▲준비운동▲구명조끼착용▲위험지역 접근금지 등 안전수칙 준수바랍니다.
236345,기타,,안전안내,2025-05-28 13:59:42,거제시,"부산 시내버스 노사 협상 타결로 2000번 버스, 5월 28일(수) 15시부터 거제, 부산 양방향 정상 운행 예정입니다."
233174,산불,,안전안내,2025-04-04 09:24:16,순천시,"작은 실수가 대형산불로 번질 수 있습니다. ▲ 청명, 한식 성묘 시 화기 사용 금지 ▲ 영농부산물 및 쓰레기 소각 행위 금지 바랍니다."
241145,호우,,안전안내,2025-07-19 08:09:30,진주시,"우리시 호우주의보, 산사태주의보 유지 중이므로 산림주변 야외활동 자제 및 입산금지, 산사태 위험징후 시 안전한 곳으로 신속히 대피 바랍니다."
240635,산사태,,안전안내,2025-07-17 18:37:01,천안시,선행 강우로 인한 산사태 발생 위험이 높습니다. 인근 시민분들은 안전에 유의하고 사전 대피하여 주시기 바랍니다.
238437,폭염,,안전안내,2025-07-07 13:11:06,동구,"연일 무더위가 지속됨에 따라 온열질환 예방을 위해 수분을 충분히 섭취하시고, 낮 시간대 야외 활동 자제 등 건강관리에 유의하시기 바랍니다."
238355,폭염,,안전안내,2025-07-07 09:17:15,고흥군,폭염 대비 안전관리 유의 △한낮 야외할동 자제 △충분한 수분 섭취 △야외활동 시 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다.
233452,산불,,안전안내,2025-04-06 12:59:22,광주시,광주시는 산불 원인자에 대해 관련 법에 의거 과태료 부과 및 고발 등 엄중 처벌하고 있으니 산림인접지역에서의 소각행위 등을 금하여 주시기 바랍니다
246862,폭염,,안전안내,2025-08-20 10:07:49,청송군,"계속되는 무더위로 온열질환 위험이 매우 높으니, 낮 시간(12시~17시) 논,밭 작업, 운동 등 야외 활동을 자제하고, 건강관리에 유의하시기 바랍니다."
246026,폭염,,안전안내,2025-08-14 11:53:54,담양군,"폭염 지속에 따른 낮시간(12시~17시) 야외 활동 자제, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의바랍니다."
247671,폭염,,안전안내,2025-08-25 09:55:47,진주시,"무더위 지속 중 ▲논·밭 등 야외활동 자제 ▲온열질환 주의 ▲폭염안전수칙(물, 그늘, 휴식)준수 등 건강관리에 유의하시기 바랍니다."
239085,기타,,안전안내,2025-07-11 14:01:01,대전광역시,"금일 14:45~16:05경 대전한화생명볼파크 일원에서 블랙이글스 에어쇼 사전 연습으로 비행 소음이 있으니, 안전에 유의 바랍니다."
237591,폭염,,안전안내,2025-07-01 12:22:59,담양군,"폭염경보 지속중으로 한낮 12시~17시에는 논,밭 작업 등 야외활동을 자제하시고 그늘에서 휴식을 취하는 등 건강관리에 유의바랍니다."
235524,산불,,안전안내,2025-04-28 14:06:13,하동군,금일 건조주의보 발령으로 산불 위험이 높습니다. ▲산림인근 화기사용금지 ▲불법소각 금지 등 ▲ 산불 예방에 적극적인 협조를 바랍니다. 
248266,호우,,안전안내,2025-08-30 03:15:39,홍천군,"오늘 02:35 홍천평지 호우주의보 발효. 하천 주변, 계곡, 등 위험지역 출입 금지 및 안전한 장소로 대피 등, 하천범람에 유의 바랍니다.."
248286,폭염,,안전안내,2025-08-30 09:15:30,부안군,"무더운 날씨로 온열질환 우려▲취약시간대 논밭·영농작업, 실외작업, 외출·야외활동 자제▲폭염안전수칙(물,휴식,그늘) 준수 등 건강관리에 유의하세요."
238971,폭염,,안전안내,2025-07-10 15:07:23,담양군,우리지역 연일 폭염 지속 ▲무더위 취약시간대 논밭·영농작업 자제 ▲낮시간 외출자제 ▲주변 노약자분들께 안부 확인 등 안전관리에 유의하세요.
237394,폭염,,안전안내,2025-06-29 11:35:57,논산시,"우리 지역 폭염주의보 발효 중. 야외 활동 자제, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
241201,호우,,안전안내,2025-07-19 09:57:05,정읍시,"금일 09시50분 호우경보 발효. 시민들께서는 하천 주변, 급경사지 등 위험지역 출입을 금하고 저지대 침수가 될 수 있으니 유의바랍니다."
234239,산불,,안전안내,2025-04-11 15:34:38,성주군,"건조한 날씨로 산불 발생 위험이 매우 높으니 산림인접지역 소각금지, 화목보일러, 담배꽁초 등 불씨관리에 유의하여 주시기 바랍니다. "
238287,폭염,,안전안내,2025-07-06 12:08:36,김제시,"무더운 날씨가 지속되고 있습니다. ▲무더위 취약시간대 논밭·영농작업 자제▲낮시간 외출 자제▲폭염안전수칙(물,그늘,휴식) 준수 등 건강관리에 유의바랍니다."
248417,폭염,,안전안내,2025-08-30 15:37:14,대구광역시,무더위지속 중 온열질환 발생위험이 높으니▲낮 시간대 야외활동 자제▲야외작업장 온열질환 예방조치▲폭염 안전수칙(물·그늘·휴식)을 준수하시기 바랍니다.
247834,호우,,안전안내,2025-08-26 01:49:34,보령시,"오늘 밤부터 아침까지 많은 비가 예상됩니다. 수해지역, 계곡, 하천변 저지대, 급경사지, 산지(산사태) 등 위험지역 접근자제 및 안전에 유의 바랍니다."
235346,산불,,안전안내,2025-04-27 10:08:50,동해시,강풍과 건조한 날씨로 대형산불 발생 위험이 높은 상황입니다. ▲산림 주변 소각행위 금지▲화기소지 입산 금지 등 산불예방에 동참해 주시기 바랍니다. 
231339,산불,,안전안내,2025-03-21 18:00:59,고성군,"건조한 날씨로 산불예방 철저▲산림연접지내 소각행위금지▲영농부산물, 쓰레기 불법소각 금지▲화목보일러 과열주의 및 재처리 철저 등 산불예방에 주의바랍니다."
235771,산불,,안전안내,2025-04-30 13:26:49,신안군,건조한 날씨로 인해 작은 부주의가 대형산불로 번질 수 있습니다. 실수로 산불을 내더라도 3년 이하의 징역형에 처해질 수 있으니 주의바랍니다. 
242272,폭염,,안전안내,2025-07-23 14:21:24,함안군,"함안군 무더위 지속 중 ▲한낮 야외작업 자제 ▲작업장 안전과 비닐하우스 작업에 주의 ▲충분한 물 섭취, 그늘에서 휴식 등 건강관리에 유의하시기 바랍니다."
242735,폭염,,안전안내,2025-07-26 09:42:29,보성군,"연일 폭염이 지속되고 있으니, 온열질환 예방을 위한 충분한 물 섭취, 야외작업 및 외출자제, 이웃의 안부확인 등 안전관리에 유의하시기 바랍니다."
236941,호우,,안전안내,2025-06-21 07:16:02,상주시,"상주시 호우주의보 발효 중▲세월교, 하천변, 배수로등 취약지역 접근자제 ▲산사태, 급경사지 등 위험징후시 대피 ▲외출 자제 및 안전에 유의하시기 바랍니다"
232343,산불,,안전안내,2025-03-27 15:01:51,나주시,"산불재난 국가위기경보 ‘심각’ 단계 발령, 실수로 산불을 냈더라도 벌금, 징역 등 강력한 처벌을 받게되니, 산림인접지역 소각행위 금지 등 주의바랍니다. "
236663,호우,,안전안내,2025-06-15 15:58:03,전라남도,"오늘 밤부터 다시 많은 비가 예상됩니다. 산사태위험지역, 급경사지 접근금지, 야외활동 자제 등 안전에 유의 바랍니다."
241387,산사태,,안전안내,2025-07-19 13:14:03,서구청,"장안동 장태산 휴양림 입구 장안 저수지 부근 낙석 위험이 있으므로, 해당 구간을 통행하시는 운전자 및 보행자께서는 유의해 주시기 바랍니다."
233595,산불,,안전안내,2025-04-07 14:57:09,남원시,"산불예방을 위해 ▲쓰레기 등 논, 밭두렁에서 소각금지 ▲입산 시 담배, 라이터 등 발화 물질 소지 금지 ▲산불을 발견하면 즉시 신고 바랍니다."
235971,강풍,,안전안내,2025-05-04 16:03:03,인제군,강풍특보 발효 중 ▲노약자 야외활동 자제 ▲산림 주변 소각행위 절대금지 및 화재 유의▲옥외시설물 고정▲ 우려지역 접근 금지 등 안전에 적극 유의바랍니다.
235003,산불,,안전안내,2025-04-19 15:19:17,동해시,산불 예방 주의사항 안내 ▲소각행위 금지 ▲산행 시 화기물 소지 금지 ▲연기 발견시 즉시 신고하여 주시기 바랍니다. 
237437,폭염,,안전안내,2025-06-29 17:51:42,곡성군,"10:00 곡성군 폭염경보 발효. 하우스 작업, 야외 활동 등 외출 자제, 충분한 물 섭취 및 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
238956,폭염,,안전안내,2025-07-10 14:37:31,신안군,"무더운 날씨가 지속 ▲논·밭, 공사현장 등 야외작업 자제 ▲폭염예방수칙(물,그늘,휴식) 준수 ▲양산 착용 등 건강 관리에 유의하시기 바랍니다."
237687,폭염,,안전안내,2025-07-02 10:39:20,청송군,"오늘 10시부로 청송군 폭염경보 격상 및 오늘 낮최고 34도 예보. 폭염 안전수칙(물, 그늘, 휴식) 등 건강관리에 유의하시기 바랍니다."
240441,호우,,안전안내,2025-07-17 15:58:00,남구,"오늘 13:50 대구지역 호우경보 발효. 하천 주변, 급경사지 등 위험지역 출입 금지(국민행동요령: cbs053.kma.go.kr)"
239311,기타,,안전안내,2025-07-13 10:59:19,충청북도,"△연일 폭염으로 수상안전 인명사고가 지속적으로 발생 △물놀이 시 준비운동, 구명조끼 필히착용 △위험지역 접근금지 △물놀이 안전수칙 준수 바랍니다."
246979,폭염,,안전안내,2025-08-20 15:21:56,김제시,"일최고체감온도 33도 이상 폭염 지속 중 ▲ 매 2시간 이내 20분 이상 휴식, 주기적 냉수 섭취 등 폭염안전 5대 기본수칙을 준수하세요."
247949,기타,,안전안내,2025-08-26 14:00:28,울산광역시,물놀이 안전수칙 안내 △준비운동/구명조끼 필수 △어린이는 반드시 보호자 동반 △야간/음주 수영 금지 △방파제/갯바위 낚시 시 미끄럼 주의 등 준수
232448,산불,,안전안내,2025-03-28 14:47:24,임실군,"산불재난 국가위기경보 심각단계 발령 중으로 산불발생 위험이 높으니 쓰레기, 영농부산물 소각행위를 금지하고 산불 발생 시 즉시 신고하여 주시기 바랍니다. "
242944,폭염,,안전안내,2025-07-27 09:55:57,함양군,우리군 전역 무더위 지속 중 ▲낮시간 야외작업(논밭작업 등) 자제 ▲무더위쉼터·그늘 이용 ▲충분한 휴식·수분 섭취 등 온열질환에 주의하시기 바랍니다.
231184,대설,,안전안내,2025-03-18 06:20:29,남양주시,강설과 기온하강으로 도로결빙이 우려되오니 ▲대중교통 권장 ▲차량 서행운전 ▲외출 자제 ▲빙판길 낙상사고 등 안전에 유의하시기 바랍니다. 
242310,수도,,안전안내,2025-07-23 16:00:18,상수도사업본부,"폭염으로 수돗물 사용 급증으로 관말,고층 수압 저하가 발생되고 있으므로,당분간 급수 안정을 위해 꼭 필요한 만큼만 물을 사용해 주시기 바랍니다."
238360,폭염,,안전안내,2025-07-07 09:53:22,무주군,"폭염주의보 발효 중 ▲낮 시간 논ㆍ밭 등 야외활동 자제 ▲물놀이 및 폭염 안전수칙 준수(물, 그늘, 휴식) 등 건강관리에 유의하시기 바랍니다."
242827,폭염,,안전안내,2025-07-26 12:00:46,의왕시,"오늘 의왕지역 최고온도 35도 내외▲밀폐된 곳 작업, 야외작업 자제▲산행, 운동 등 야외활동 자제▲부모님 안부묻기, 냉방화재 등 안전에 유의바랍니다."
243021,폭염,,안전안내,2025-07-27 11:58:10,함평군,"폭염경보 지속중. 온열질환 발생 위험이 높으므로 충분히 물을 마시고 그늘에서 휴식을 취하며, 가장 더운 오후 2~5시 사이에는 야외 활동 자제."
240804,호우,,안전안내,2025-07-18 03:03:25,행정안전부,"오늘 03:00 부산(부산서부) 호우경보. 하천 주변, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 대피권고를 받으면 즉시 대피하세요."
232883,산불,,안전안내,2025-04-01 14:32:40,완도군,"산불재난 국가위기경보 심각단계 발령, 불법소각금지, 성묘 입산자제등 각별한 주의를 요합니다. 산불 발견 시 즉시 신고하여 주시기 바랍니다. "
239950,홍수,,안전안내,2025-07-17 07:15:57,금강홍수통제소,"오늘 07:10 정안천 공주시(오인교)지점 홍수주의보. 피해에 대비 바랍니다. 내 위치, 침수우려지역 확인 vo.la/WZwHWXH"
241764,기타,,안전안내,2025-07-20 17:33:53,울주군,언양읍 서울주소방서 인접 어음리 500-33 도로 침하로 인해 양방향 교통통제 중입니다. 주변 차량은 우회 도로를 이용해 주시기 바랍니다.
240834,호우,,안전안내,2025-07-18 07:57:06,광주시,"호우주의보 지속 발효 중. 하천변, 급경사지, 농수로 등 위험지역 출입 자제, 저지대 침수 주의 등 안전에 유의하시기 바랍니다."
248299,폭염,,안전안내,2025-08-30 09:55:37,진주시,"연일 더위가 지속되고 있습니다. ▲야외작업(논밭작업, 공사현장 등) 자제▲충분한 수분섭취 및 휴식 ▲부모님, 이웃간 안부확인 등 안전에 유의바랍니다."
232737,산불,,안전안내,2025-03-31 10:30:50,보성군,"산불재난 위기경보 심각 단계 발령, 실수로 산불을 냈더라도 벌금, 징역 등 강력한 처벌을 받게되니, 산림인접지역 소각행위 금지 등 주의바랍니다. "
239176,폭염,,안전안내,2025-07-12 10:36:27,금산군,"무더위가 지속 중 입니다. ▲낮 시간(14~17) 야외작업 자제▲무더위쉼터, 그늘 등 이용 권장▲충분한 수분섭취, 휴식 등 건강관리에 유의바랍니다."
248142,호우,,안전안내,2025-08-29 08:23:09,행정안전부,"오늘 08:20 경기(연천) 호우주의보 발령. 하천 주변 산책로, 계곡, 급경사지, 농수로 등 위험지역 출입 금지, 하천 범람에 유의."
238257,폭염,,안전안내,2025-07-06 10:46:01,익산시,"무더운 날씨가 지속되고 있습니다. 야외 활동을 자제하시고, 실내에서 충분한 휴식과 수분 섭취로 열사병을 예방하세요."
247862,호우,,안전안내,2025-08-26 07:22:53,계룡시,"현재 많은 비로 두계천 세월교(계룡대교, 엄사리, 두계리 소재) 양방향 통제중이오니, 인근차량은 우회 및 침수피해에 유의하여 주시기 바랍니다."
233656,강풍,,긴급재난,2025-04-07 18:02:01,영동군,금일 저녁부터 강풍이 예상됩니다。 작은 부주의가 대형산불로 번질 수 있습니다。 산림 주변 모든 소각행위를 금지하여 주시기 바랍니다。
242285,폭염,,안전안내,2025-07-23 14:48:21,화천군,낮 최고기온 33도 ▲낮 시간 영농작업 등 실외 활동 자제 ▲야외활동 시 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다.
248607,폭염,,안전안내,2025-09-01 12:30:29,문경시,"문경시 폭염주의보 지속 중. 한낮 야외 활동 자제, 충분히 물을 마시고 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다."
236797,강풍,,안전안내,2025-06-20 14:02:18,도봉구청,"오늘 오후 도봉구에 많은 비와 강풍이 예상됩니다. 하천, 도봉산 출입을 금하며 간판 등 낙하물에 의한 피해가 없도록 안전에 유의하시기 바랍니다."
243120,폭염,,안전안내,2025-07-28 09:00:07,부산시,폭염 지속으로 온열질환 발생 위험이 높으니 ▲사업장 온열질환 예방 5대 기본수칙 준수 ▲충분한 수분섭취 및 그늘에서 휴식 등 건강관리에 유의바랍니다.
238121,폭염,,안전안내,2025-07-05 10:56:14,홍성군,"우리지역 연일 폭염 지속중 ▲낮 시간(12~17) 야외작업 자제 ▲무더위쉼터, 그늘 등 이용 권장 ▲외출 시 양산 쓰기 등 건강관리에 유의 바랍니다."
238243,폭염,,안전안내,2025-07-06 10:09:48,청송군,폭염 대비 안전관리 유의 △한낮 야외할동 자제 △충분한 수분 섭취 △야외활동 시 그늘에서 휴식을 취하는 등 건강관리에 유의하시기 바랍니다.
237399,기타,,안전안내,2025-06-29 11:59:53,진주시,전국적인 무더위로 수상안전 인명사고가 지속 발생하고 있습니다. 물놀이 시 ▲준비운동 ▲구명조끼 착용 ▲위험지역 접근금지 등 안전수칙 준수 바랍니다.
232859,산불,,안전안내,2025-04-01 12:38:43,화성시,오늘 12:13경 마도면 쌍송리 265-4 야산에서 산불 발생. 인근 주민분들은 입산을 자제하고 차량을 우회하는 등 안전에 유의하시기 바랍니다. 
235131,산불,,안전안내,2025-04-24 09:31:10,동해시,실수로 산불을 냈더라도 처벌 받을 수 있습니다▲산림 내 흡연 및 화기소지 금지▲산림인접지역 소각행위 금지 등 화재에 각별히 유의 바랍니다. 
233541,산불,,안전안내,2025-04-07 11:00:29,나주시,"산불재난 국가위기경보 ‘심각’ 단계 발령, 실수로 산불을 냈더라도 벌금, 징역 등 강력한 처벌을 받게되니, 산림인접지역 소각행위 금지 등 주의바랍니다. "
248361,폭염,,안전안내,2025-08-30 12:39:29,서천군,"폭염으로 온열질환 발생 위험. 무더위시간대 논밭·야외작업 등 자제. 안전수칙(물,그늘,휴식) 준수 등 가까운 무더위쉼터 활용하여 건강관리에 유의바랍니다."
233349,산불,,안전안내,2025-04-05 11:30:58,행정안전부,전국 건조한 날씨와 강풍으로 작은 부주의가 대형산불로 번질 수 있습니다. ▲한식 성묘 시 화기 사용 금지 ▲산림 주변 소각행위 금지 바랍니다. 
